joint0_x,joint0_y,joint0_z,joint1_x,joint1_y,joint1_z,joint2_x,joint2_y,joint2_z,joint3_x,joint3_y,joint3_z,joint4_x,joint4_y,joint4_z,joint5_x,joint5_y,joint5_z,joint6_x,joint6_y,joint6_z,joint7_x,joint7_y,joint7_z,joint8_x,joint8_y,joint8_z,joint9_x,joint9_y,joint9_z,joint10_x,joint10_y,joint10_z,joint11_x,joint11_y,joint11_z
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.7,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.7000000000000001,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.1959063148909943,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.20409368510900572,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2583124217638408,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.14168757823615918,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.8326655563188383,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.5673344436811616,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.2910481042244175,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.1089518957755824,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.10691900540313315,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.2930809945968669,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.4412360864532734,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.9587639135467266,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.0017535746806303,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.39824642531936927,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2984909224533805,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.10150907754661931,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.072052961523836,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.32794703847616385,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.5203821262159851,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.8796178737840147,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.1257255964554711,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.2742744035445288,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.23307532457205737,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.1669246754279425,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.7485907441687193,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.6514092558312806,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2216302019306822,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.1783697980693183,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2386827237424451,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.1613172762575552,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.7848417203336978,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.615158279666301,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.25683569359517167,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.1431643064048282,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.1162250543401443,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.2837749456598555,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.48592564279141837,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.9140743572085817,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.0427609290568753,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.3572390709431246,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2999691898441221,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.10003081015587778,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.0327099034514609,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.36729009654853906,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.4746097706630268,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.925390229336973,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.11353618980368485,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.286463810196315,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.26512432766252764,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,1.1348756723374724,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-0.7968622816449337,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.6031377183550662,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.2439273488716631,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.1560726511283368,0.0,1.1,0.0,0.0,1.2
0.0,0.0,0.95,-0.2,0.0,0.9,-0.2,0.0,0.6,0.2,0.0,0.9,0.2,0.0,0.6,-0.3,0.0,1.1,-0.5,0.0,1.1,-1.215514262660366,0.0,1.1,0.3,0.0,1.1,0.5,0.0,1.1,0.1844857373396338,0.0,1.1,0.0,0.0,1.2
