time,b03e_1,b0ce_1,b0de_1,da3e_1,b00e_1,b0fe_1,da2e_1,da5e_1,da1e_1,b07e_1,da4e_1,dace_1,b03e_2,b0ce_2,b0de_2,da3e_2,b00e_2,b0fe_2,da2e_2,da5e_2,da1e_2,b07e_2,da4e_2,dace_2,b03e_3,b0ce_3,b0de_3,da3e_3,b00e_3,b0fe_3,da2e_3,da5e_3,da1e_3,b07e_3,da4e_3,dace_3
0,0.35,0.26,-1.01,-0.26,0.04,0.18,0.09,0.13,0.0,0.0,0.0,-1.32,0.0,0.0,0.35,0.44,0.0,-0.04,-1.71,0.44,0.53,0.0,0.26,-0.18,0.04,0.0,0.26,0.09,0.57,0.57,0.0,-0.09,0.0,0.09,-0.04,-0.26
1,0.1,-0.25,0.69,0.35,-0.15,0.0,0.1,-0.1,-0.15,0.0,-0.05,-0.15,-0.1,0.2,-0.54,0.0,1.63,-0.3,-0.94,0.0,-0.4,0.25,0.44,0.05,0.44,-0.94,-0.3,-0.15,-1.09,0.4,0.0,0.44,0.0,0.05,-0.05,0.05
2,-0.22,0.62,1.02,0.44,-0.31,0.0,0.49,-0.04,-0.04,-0.31,0.27,-0.44,0.44,0.67,0.09,0.36,-1.82,0.36,0.8,0.4,-0.31,0.67,0.62,-0.18,0.0,0.67,0.67,-0.93,-0.27,-1.02,0.0,0.27,0.0,-0.04,-0.27,-0.67
3,0.89,0.05,1.11,-0.05,0.11,0.16,0.16,-0.05,-0.05,-0.11,0.74,-1.79,2.05,0.79,1.05,0.74,-3.16,0.0,4.21,0.47,0.84,1.63,-0.11,-1.0,0.0,0.63,-0.26,0.26,0.42,0.26,0.0,-0.26,0.0,0.42,0.11,-0.16
4,-0.26,-0.63,0.26,0.58,0.21,0.37,0.58,0.95,-0.16,0.0,0.11,-0.05,2.47,3.95,1.21,-0.58,-1.74,-0.63,-3.26,-1.63,-2.37,0.68,0.0,-0.42,0.0,1.58,-0.32,-0.21,-1.21,0.84,0.0,-1.11,0.0,-0.26,1.89,-0.26
5,-0.05,0.0,-0.14,0.18,-0.14,0.09,0.05,0.23,-0.05,-0.05,-0.14,-0.37,1.75,2.21,0.6,0.09,-0.18,0.37,2.57,0.55,0.69,0.74,0.64,0.0,0.0,0.51,0.69,0.09,0.92,-0.14,-1.7,0.51,-2.34,0.05,0.64,0.83
6,0.14,0.0,0.14,0.41,-0.14,-0.05,-0.18,0.05,-0.05,-0.09,0.51,-0.05,0.05,0.41,0.64,0.14,-0.74,0.14,-0.55,0.55,-0.23,0.69,0.51,0.46,0.0,-0.05,1.98,0.69,1.1,0.05,-0.51,2.21,1.01,-0.05,0.18,0.0
7,0.09,0.09,-0.3,0.09,0.09,-0.13,0.09,0.64,0.38,-0.17,0.55,0.98,-0.3,-0.13,0.21,0.55,-0.3,0.47,1.06,1.11,0.21,0.21,0.3,0.26,-0.13,0.04,-1.4,-0.55,0.26,-0.94,-0.6,-0.09,-0.09,0.09,-0.09,0.04
8,0.04,0.22,-0.34,-0.09,0.0,-0.09,0.04,0.04,0.17,0.04,0.52,0.52,-0.04,-0.56,0.09,0.13,0.9,0.13,1.94,0.09,0.65,-0.52,-1.16,-0.26,-0.13,-0.39,-0.17,-0.04,0.04,-0.17,0.09,0.09,0.9,0.13,-0.34,-0.09
9,-0.44,-0.05,0.2,-0.68,-0.49,0.05,-0.1,-0.29,0.0,0.05,1.02,0.24,-1.12,-1.41,-0.73,-0.24,0.29,0.34,2.29,0.59,-0.05,-0.63,-0.44,-0.15,-1.51,-1.9,-3.95,-1.37,-1.12,-1.51,-9.41,-5.07,-2.29,-0.98,-3.02,-1.61
10,-0.89,-1.04,-2.64,-0.24,-0.24,-0.28,-0.38,0.28,-0.05,1.18,-0.47,-0.47,-0.66,-0.42,-0.19,-0.19,-0.14,0.24,0.38,0.33,-0.05,-0.14,0.14,-0.05,-1.69,-2.02,0.0,-1.74,-1.41,0.19,0.0,-1.79,4.47,0.05,-0.33,0.75
11,-0.14,-0.05,-0.47,-0.28,0.19,0.0,0.0,0.0,-0.14,0.24,-0.09,0.47,-3.29,-3.58,-0.8,1.6,3.62,-0.33,-1.88,0.56,0.56,-1.65,0.14,-0.38,-2.02,-2.49,0.0,0.38,0.42,-1.65,0.0,-0.05,-0.99,-0.28,0.89,0.38
12,0.22,0.54,0.67,-0.63,-0.18,0.27,0.72,0.45,0.18,0.76,-1.39,-2.29,0.85,0.22,-1.03,-0.67,-3.24,-1.53,-1.48,0.4,-0.04,1.03,-0.76,-0.18,-2.29,-4.67,0.0,-0.58,-1.12,0.04,0.67,1.62,-0.45,-0.18,0.49,0.58
13,0.0,0.05,0.34,0.0,0.14,-0.1,0.1,0.34,0.19,0.48,-0.24,0.24,0.53,0.92,0.34,-0.24,0.0,-0.34,0.0,-0.39,0.05,0.0,-0.19,0.1,-2.27,0.72,-0.34,-0.39,1.35,-0.77,4.77,2.7,-2.36,1.06,2.84,2.27
14,0.75,-0.16,0.59,0.32,-0.91,-0.48,-1.01,-2.13,-0.27,-0.37,1.33,-0.8,2.19,4.48,1.12,-0.85,-0.75,0.85,3.41,-0.53,-0.69,1.23,-0.37,-0.69,0.0,3.04,2.03,0.0,2.51,0.0,3.52,2.67,2.72,0.96,0.91,1.49
15,0.81,0.77,1.49,0.48,0.81,0.93,-0.24,-0.16,0.08,1.09,0.77,0.04,1.98,0.24,-0.2,0.73,0.36,-0.4,0.93,-0.28,0.08,0.89,0.85,0.2,0.24,2.06,0.73,0.04,0.4,0.89,-0.16,0.12,0.28,-0.12,1.66,0.81
16,0.09,-0.23,-0.6,0.28,0.05,0.14,0.05,-0.18,-0.18,-0.14,0.0,0.41,0.09,1.52,1.24,0.23,0.28,-0.05,0.32,1.38,0.37,0.05,-0.14,0.6,0.78,1.24,2.02,-0.05,2.02,1.1,0.37,0.74,1.01,0.28,14.34,0.46
17,0.04,0.13,0.97,0.13,0.35,0.48,-0.09,0.09,-0.09,0.26,-0.18,0.44,-0.7,-0.13,-0.26,0.0,-0.04,-0.48,-1.54,-0.79,-0.35,0.35,0.57,0.09,0.31,1.32,0.35,1.8,0.84,0.53,0.31,0.4,1.41,-0.26,0.0,-0.22
18,0.4,-0.18,-0.13,-0.49,-0.71,-0.53,-0.13,-0.27,-0.22,0.18,-1.33,-1.11,-0.58,0.27,-0.27,-0.31,-0.67,-0.4,-0.8,-0.36,0.04,-0.84,-0.36,-0.04,-0.4,-0.04,-0.8,-0.13,0.09,0.22,0.27,0.22,-0.98,0.36,0.09,-0.22
19,0.24,-0.24,-1.55,-0.19,0.52,-0.28,0.19,0.0,0.24,-1.51,0.05,-0.52,-1.51,-1.18,-0.47,-0.89,0.42,0.52,-2.87,-1.69,-1.65,0.85,-0.66,-0.09,-0.52,-0.89,-0.33,0.71,-0.19,-0.89,-0.85,-0.09,-1.27,-0.19,-0.14,-0.38
20,-0.88,-0.19,-1.26,0.14,-0.23,0.05,0.7,-0.14,0.28,0.0,-1.72,-0.33,0.0,-3.44,-1.02,-0.05,0.93,-1.72,-2.74,-0.05,-0.28,0.0,0.56,0.14,-0.84,-0.51,0.14,-0.14,0.6,0.19,-0.09,0.19,1.63,-0.19,-0.56,0.05
21,0.6,0.18,0.55,-0.32,0.87,0.23,0.41,0.41,0.09,-0.18,-0.74,1.01,0.14,0.05,0.41,-0.09,-0.51,0.18,-1.52,0.28,0.41,-0.51,0.23,0.05,-0.69,1.84,3.95,-0.09,-0.74,-2.07,-3.36,-1.52,-0.09,-1.43,-2.67,-1.24
22,-0.09,-0.69,0.78,1.01,-0.37,0.83,-0.83,0.32,0.69,-0.92,-1.06,3.68,-0.32,-0.78,0.97,0.0,1.24,-0.92,1.93,1.24,0.28,0.74,0.14,0.09,1.84,4.74,0.0,0.46,-1.2,0.78,-2.76,-3.72,2.25,-0.09,-1.7,-1.06
23,0.49,0.94,3.01,0.69,0.99,0.4,0.99,0.25,0.49,-0.89,-0.2,-0.3,0.0,0.15,0.1,-0.15,-2.67,0.15,-0.4,0.49,-0.15,-0.1,-0.35,0.3,0.2,0.64,0.0,-0.25,0.0,0.54,0.0,-0.1,0.54,-0.1,0.49,-0.25
24,0.35,0.25,0.8,0.55,0.4,0.05,-0.2,-0.4,-0.6,0.2,0.5,1.45,2.45,2.05,0.85,-0.85,1.85,0.5,1.65,-3.3,0.05,1.85,-0.5,-0.35,1.85,0.25,0.0,-0.4,-0.95,-2.0,0.0,1.9,-3.45,0.35,-1.6,-1.4
25,0.17,0.21,-0.29,-0.13,0.0,-0.21,0.04,-0.04,0.04,0.34,1.09,0.42,0.93,0.93,0.51,0.51,-1.18,0.29,-2.74,0.34,0.72,1.39,0.42,0.38,0.0,-0.8,1.64,-0.42,0.21,-0.21,0.17,1.47,0.93,0.51,0.72,1.01
26,0.35,0.05,0.49,0.4,-0.35,-0.05,-0.35,0.25,-0.44,0.49,0.54,0.79,0.69,0.4,0.05,0.15,-1.23,-0.05,-0.69,-0.25,0.25,-0.2,-0.99,-0.15,0.0,-0.69,-0.3,0.94,1.04,0.4,0.94,0.25,1.33,-0.15,0.64,-0.25
27,0.41,0.08,0.53,0.04,0.0,-0.08,-0.08,-0.24,-0.08,0.16,0.45,-0.08,-0.2,-0.49,0.08,-0.04,-0.53,-0.04,2.33,0.33,0.33,-0.12,0.49,-0.12,0.0,-0.53,-0.16,-0.33,-2.12,-0.41,-0.86,0.04,-0.98,0.2,-0.16,-0.04
28,0.1,0.14,-0.48,-0.1,0.24,0.05,0.0,-0.1,0.14,-0.34,0.24,0.43,-0.63,-0.67,0.24,-0.1,0.1,0.0,3.04,1.35,1.73,0.29,0.29,-0.67,0.0,-0.43,-0.19,0.24,-1.16,-0.24,0.29,-0.34,-0.92,0.05,-0.43,0.14
29,-0.22,0.04,0.62,-0.4,-0.4,0.18,0.09,-0.04,0.13,0.76,0.67,1.2,-0.71,-1.38,0.4,0.0,1.69,0.0,4.31,1.73,0.09,0.09,-0.27,-0.62,0.0,-1.64,-0.84,0.44,-1.29,-0.44,-3.47,-1.33,-3.91,-0.09,0.18,-0.27
